tid,att,sampler,closed,wall_sec,candidate
etabetting_pos,0,greedy,False,1.44,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting, Nat.succ_pos]
    <;> omega"
etabetting_pos,1,temp0.7,False,2.64,":= theorem etabetting_pos_test : (b : ℕ) → 0 < etaBetting b := by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting, Nat.mul_add, Nat.add_mul, Nat.mul_one, Nat.mul_zero, Nat.add_zero, Nat.zero_add]
    all_goals norm_num
    <;> omega"
etabetting_pos,2,temp0.7,False,1.96,":= theorem etabetting_pos_test : (b : ℕ) → 0 < etaBetting b := by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting]
    <;> norm_num
    <;> linarith"
etabetting_pos,3,temp0.7,False,2.79,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting]
    | succ b => simp_all [etaBetting]
    <;> norm_num
    <;> simp_all [Nat.mul_add, Nat.add_mul, Nat.mul_one, Nat.mul_zero, Nat.add_zero, Nat.zero_add]
    <;> nlinari"
etabetting_pos,4,temp0.7,False,2.09,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting, Nat.mul_add, Nat.add_mul, Nat.mul_one, Nat.mul_zero, Nat.add_zero]
    <;> norm_num
    <;> omega"
etabetting_nonneg,0,greedy,True,1.53,":= by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    simp_all [etaBetting, Nat.succ_eq_add_one, Nat.add_assoc]
    <;> omega"
etabetting_nonneg,1,temp0.7,True,1.92,":= by
  intro b
  simp [etaBetting]
  <;> induction b <;> simp_all [Nat.succ_eq_add_one, Nat.add_assoc, Nat.add_comm, Nat.add_left_comm]
  <;> norm_num
  <;> linarith"
etabetting_nonneg,2,temp0.7,True,1.35,":= by
  intro b
  simp [etaBetting]
  <;> norm_num
  <;> simp_all [Nat.div_eq_of_lt]
  <;> norm_num
  <;> omega"
etabetting_nonneg,3,temp0.7,False,2.73,":= theorem etabetting_nonneg_test : (b : ℕ) → 0 ≤ etaBetting b := by
  intro b
  induction b with
  | zero => simp [etaBetting]
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting]
    | succ b => simp_all [etaBetting, Nat.mul_add, Nat.add_mul, Nat.mul_one, Nat.mul_zero]
    <;> omega"
etabetting_nonneg,4,temp0.7,False,2.97,":= theorem etabetting_nonneg_test : (b : ℕ) → 0 ≤ etaBetting b := by
  intro b
  simp [etaBetting]
  <;> induction b with
  | zero => simp [Nat.zero_eq]
  | succ b ih =>
    simp_all [Nat.succ_eq_add_one, Nat.add_assoc]
    <;> omega
  <;> simp_all [Nat.succ_eq_add_one, Nat.add_assoc]
  <;> omega"
etabetting_antitone,0,greedy,False,4.47,":= by
  intro b₁ b₂ h
  simp_all [etaBetting, Nat.div_eq_of_lt]
  <;> omega
  <;> omega"
etabetting_antitone,1,temp0.7,False,1.43,":= by
  intro b₁ b₂ h
  induction b₂ <;> cases b₁ <;> simp_all [etaBetting, Nat.succ_le_iff]
  <;> linarith"
etabetting_antitone,2,temp0.7,False,1.69,":= by
  intro b₁ b₂ h
  simp_all [etaBetting]
  <;> cases b₁ <;> cases b₂ <;> simp_all [Nat.succ_le_iff, Nat.div_eq_of_lt]
  <;> omega"
etabetting_antitone,3,temp0.7,False,4.28,":= by
  intro b₁ b₂ h
  simp_all [etaBetting, Nat.div_eq_of_lt]
  <;> omega
  <;> omega"
etabetting_antitone,4,temp0.7,False,4.16,":= by
  intro b₁ b₂ h
  simp_all [etaBetting, Nat.div_eq_of_lt]
  <;> omega
  <;> omega"
etabetting_le_etahr,0,greedy,False,1.89,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting, etaHR]
    | succ b =>
      simp_all [etaBetting, etaHR, Nat.succ_le_iff]
      <;> omega"
etabetting_le_etahr,1,temp0.7,False,2.36,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting, etaHR]
    | succ b =>
      simp_all [etaBetting, etaHR, Nat.mul_sub_left_distrib, Nat.mul_sub_right_distrib]
      <;> ring_nf at *
      <;> omega"
etabetting_le_etahr,2,temp0.7,False,2.09,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => simp [etaBetting, etaHR]
    | succ b =>
      simp_all [etaBetting, etaHR, Nat.mul_div_cancel_left]
      <;> norm_num
      <;> omega"
etabetting_le_etahr,3,temp0.7,False,2.82,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero =>
      -- Base case: b = 1
      simp [etaBetting, etaHR]
    | succ b =>
      -- Inductive step: assume the statement holds for b, prove for b + 1
      simp_all [etaBetting, etaHR, Nat.s"
etabetting_le_etahr,4,temp0.7,False,2.16,":= by
  intro b hb
  cases b with
  | zero => contradiction
  | succ b =>
    cases b with
    | zero => simp [etaBetting, etaHR]
    | succ b =>
      simp_all [etaBetting, etaHR, Nat.mul_div_cancel_left]
      <;> ring_nf
      <;> omega"
etavector_nonneg,0,greedy,False,1.84,":= by
  intro b
  simp [etaVector]
  <;> induction b with
  | zero => simp
  | succ b ih =>
    simp_all [Nat.succ_eq_add_one, Nat.add_assoc]
    <;> norm_num
    <;> linarith"
etavector_nonneg,1,temp0.7,False,3.7,":= theorem etavector_nonneg_test : (b : ℕ) → 0 ≤ etaVector b := by
  intro b
  simp [etaVector]
  <;>
  induction b with
  | zero =>
    -- Base case: When b = 0, the eta vector is [1, 0, 0, 0, ...] which is non-negative.
    simp [List.get]
  | succ b ih =>
    -- Inductive step: Assume the eta vec"
etavector_nonneg,2,temp0.7,True,4.07,":= by
  intro b
  exact?
  <;> simp_all [etaVector]
  <;> positivity
  <;> simp_all [etaVector]
  <;> positivity"
etavector_nonneg,3,temp0.7,False,1.63,":= by
  intro b
  simp [etaVector]
  <;> induction b <;> simp_all [Nat.succ_eq_add_one, Nat.add_assoc]
  <;> norm_num
  <;> linarith"
etavector_nonneg,4,temp0.7,True,4.22,":= by
  intro b
  exact?
  <;> simp_all [Nat.zero_le]
  <;> aesop
  <;> simp_all [Nat.zero_le]
  <;> aesop"
etavector_mono,0,greedy,False,1.9,":= by
  intro b₁ b₂ h
  simp_all [etaVector, List.take, List.drop]
  <;> induction b₂ <;> simp_all [Nat.le_succ_iff]
  <;> cases b₁ <;> simp_all [Nat.le_succ_iff]
  <;> omega"
etavector_mono,1,temp0.7,False,1.47,":= by
  intro b₁ b₂ h
  simp_all [etaVector, List.take, List.drop]
  <;> induction b₂ <;> simp_all [List.take, List.drop]
  <;> omega"
etavector_mono,2,temp0.7,False,4.3,":= theorem etavector_mono_test : ∀ b₁ b₂ : ℕ, b₁ ≤ b₂ → etaVector b₁ ≤ etaVector b₂ := by
  intro b₁ b₂ h
  simp_all [etaVector, List.take, List.drop]
  <;>
  (try cases b₂ <;> cases b₁ <;> simp_all [Nat.le_succ_iff]) <;>
  (try decide) <;>
  (try omega) <;>
  (try linarith)
  <;>
  (try exact List."
etavector_mono,3,temp0.7,False,1.59,":= by
  intro b₁ b₂ h
  simp_all [etaVector, List.take, List.drop, List.range]
  <;> induction b₂ <;> simp_all [List.take, List.drop, List.range]
  <;> omega"
etavector_mono,4,temp0.7,False,4.04,":= by
  intro b₁ b₂ h
  simp_all [etaVector, List.take_subset, List.subset_def]
  <;> induction b₂ <;> simp_all [Nat.le_succ_iff, List.take]
  <;> aesop
  <;> simp_all [Nat.le_succ_iff, List.take]
  <;> aesop
  <;> simp_all [Nat.le_succ_iff, List.take]"
etavector_eq_sqrt_two_mul_etahr,0,greedy,False,2.49,":= by
  intro b
  induction b <;> simp_all [etaVector, etaHR, Real.sqrt_eq_iff_sq_eq, mul_comm]
  <;> ring_nf
  <;> norm_num
  <;> field_simp [Real.sqrt_eq_iff_sq_eq]
  <;> ring_nf
  <;> norm_num
  <;> linarith [Real.sqrt_nonneg 2]"
etavector_eq_sqrt_two_mul_etahr,1,temp0.7,False,2.93,":= by
  intro b
  induction b <;> simp_all [etaVector, etaHR, Real.sqrt_eq_iff_sq_eq]
  <;> ring_nf
  <;> norm_num
  <;> field_simp [Real.sqrt_eq_iff_sq_eq]
  <;> ring_nf
  <;> norm_num
  <;> linarith [Real.sq_sqrt (show (0 : ℝ) ≤ 2 by norm_num)]"
etavector_eq_sqrt_two_mul_etahr,2,temp0.7,False,4.2,":= by
  intro b
  induction b <;> simp_all [etaVector, etaHR, pow_succ]
  <;> norm_num
  <;> ring_nf
  <;> field_simp [Real.sqrt_eq_iff_sq_eq] <;> ring_nf
  <;> norm_num
  <;> linarith [Real.sq_sqrt (show (0 : ℝ) ≤ 2 by norm_num)]
  <;> simp_all [pow_succ]"
etavector_eq_sqrt_two_mul_etahr,3,temp0.7,False,4.27,":= by
  intro b
  induction b <;> simp_all [etaVector, etaHR, Real.sqrt_eq_iff_sq_eq]
  <;> ring_nf <;> norm_num <;> field_simp [Real.sqrt_eq_iff_sq_eq] <;> ring_nf <;> norm_num
  <;> nlinarith [Real.sq_sqrt (show (0 : ℝ) ≤ 2 by norm_num)]
  <;> nlinarith [Real.sq_sqrt (show (0 : ℝ) ≤ 2 by norm_num)"
etavector_eq_sqrt_two_mul_etahr,4,temp0.7,False,2.79,":= by
  intro b
  induction b with
  | zero => simp [etaVector, etaHR]
  | succ b ih =>
    cases b with
    | zero => simp [etaVector, etaHR]
    | succ b =>
      simp_all [etaVector, etaHR, Nat.mul_div_cancel_left]
      <;> norm_num
      <;> ring_nf
      <;> field_simp [Real.sqrt_eq_iff_sq_eq]"
etahr_le_etavector,0,greedy,False,2.05,":= by
  intro b
  induction b with
  | zero => simp [etaHR, etaVector]
  | succ b ih =>
    cases b with
    | zero => simp [etaHR, etaVector]
    | succ b =>
      simp_all [etaHR, etaVector, Nat.succ_le_iff]
      <;> omega"
etahr_le_etavector,1,temp0.7,False,1.37,":= by
  intro b
  induction b with
  | zero => rfl
  | succ b ih =>
    simp_all [etaHR, etaVector, Nat.succ_eq_add_one]
    <;> omega"
etahr_le_etavector,2,temp0.7,False,1.89,":= by
  intro b
  simp [etaHR, etaVector]
  <;> induction b with
  | zero => simp
  | succ b ih =>
    cases b with
    | zero => simp
    | succ b =>
      simp_all [Nat.div_eq_of_lt]
      <;> omega"
etahr_le_etavector,3,temp0.7,False,1.52,":= by
  intro b
  simp [etaHR, etaVector]
  <;> induction b <;> simp_all [Nat.succ_eq_add_one, Nat.div_eq_of_lt]
  <;> omega"
etahr_le_etavector,4,temp0.7,False,3.55,":= by
  intro b
  unfold etaHR
  unfold etaVector
  simp [Finset.sum_range_succ, Nat.div_eq_of_lt]
  <;> induction b with
  | zero =>
    -- Base case: b = 0
    simp
  | succ b ih =>
    -- Inductive step: assume the statement holds for b, prove for b + 1
    cases b with
    | zero =>
      -- Bas"
etaasymptotic_nonneg,0,greedy,True,4.04,":= by
  intro b
  simp [etaAsymptotic]
  <;> positivity
  <;> simp_all [Nat.factorial_succ, Nat.mul_div_cancel_left]
  <;> norm_num
  <;> linarith
  <;> simp_all [Nat.factorial_succ, Nat.mul_div_cancel_left]
  <;> norm_num
  <;> linarith"
etaasymptotic_nonneg,1,temp0.7,True,2.04,":= by
  intro b
  simp [etaAsymptotic, Nat.div_eq_of_lt]
  <;> induction b with
  | zero => simp
  | succ b ih =>
    simp_all [Nat.div_eq_of_lt, Nat.div_eq_of_lt]
    <;> norm_num
    <;> omega"
etaasymptotic_nonneg,2,temp0.7,True,4.2,":= by
  intro b
  induction b with
  | zero => simp [etaAsymptotic]
  | succ b ih => simp_all [etaAsymptotic]
  <;> norm_num
  <;> positivity
  <;> linarith
  <;> nlinarith
  <;> nlinarith"
etaasymptotic_nonneg,3,temp0.7,True,4.45,":= by
  intro b
  simp [etaAsymptotic]
  <;> norm_num
  <;> rfl
  <;> simp [Nat.factorial_succ]
  <;> norm_num
  <;> rfl
  <;> simp [Nat.factorial_succ]"
etaasymptotic_nonneg,4,temp0.7,True,4.36,":= by
  intro b
  simp [etaAsymptotic, Nat.div_eq_of_lt]
  <;> aesop
  <;> norm_num
  <;> omega
  <;> linarith
  <;> ring
  <;> aesop
  <;> norm_num
  <;> omega
  <;> linarith
  <;> ring"
etaasymptotic_const,0,greedy,True,4.25,":= by
  intro b₁ b₂
  rfl
  <;> simp_all [etaAsymptotic]
  <;> aesop
  <;> simp_all [etaAsymptotic]
  <;> aesop"
etaasymptotic_const,1,temp0.7,True,3.9,":= by
  intro b₁ b₂
  simp [etaAsymptotic]
  -- The `simp` tactic simplifies the goal using the definition of `etaAsymptotic`.
  -- Since `etaAsymptotic` is defined as a constant function that always returns `0`,
  -- the simplification shows that `etaAsymptotic b₁` and `etaAsymptotic b₂` are both `"
etaasymptotic_const,2,temp0.7,False,2.67,":= by
  intro b₁ b₂
  rw [etaAsymptotic]
  <;> simp_all [Nat.factorial_succ, Nat.factorial_zero, Nat.factorial_one]
  <;> norm_num
  <;> rfl
  <;> simp_all [Nat.factorial_succ, Nat.factorial_zero, Nat.factorial_one]
  <;> norm_num
  <;> rfl"
etaasymptotic_const,3,temp0.7,False,1.99,":= theorem etaasymptotic_const_test : (b₁ b₂ : ℕ) → etaAsymptotic b₁ = etaAsymptotic b₂ := by
  intro b₁ b₂
  simp [etaAsymptotic]
  <;> rfl
  <;> simp_all
  <;> rfl"
etaasymptotic_const,4,temp0.7,True,4.2,":= by
  intro b₁ b₂
  <;> rfl
  <;> simp_all [etaAsymptotic]
  <;> aesop
  <;> simp_all [etaAsymptotic]
  <;> aesop"
etaasymptotic_le_etahr,0,greedy,False,2.1,":= by
  intro b hb
  induction b with
  | zero => contradiction -- b cannot be zero since hb : 1 ≤ b
  | succ b ih =>
    cases b with
    | zero => simp [etaAsymptotic, etaHR] -- b = 1
    | succ b =>
      simp_all [etaAsymptotic, etaHR]
      <;> omega"
etaasymptotic_le_etahr,1,temp0.7,False,3.53,":= by
  intro b hb
  induction b with
  | zero => contradiction -- b cannot be zero since 1 ≤ b
  | succ b ih =>
    cases b with
    | zero =>
      -- Base case: b = 1
      simp [etaAsymptotic, etaHR] -- Simplify the expressions for b = 1
    | succ b =>
      -- Inductive step: use the definitio"
etaasymptotic_le_etahr,2,temp0.7,False,3.46,":= by
  intro b hb
  rcases b with (_ | _ | b)
  -- For b = 0, the statement is vacuously true since 1 ≤ 0 is false.
  <;> simp_all [etaAsymptotic, etaHR]
  -- For b = 1, we need to show 1 ≤ 1, which is true.
  <;> norm_num
  -- For b ≥ 2, we need to show that the inequality holds.
  <;> apply le_of"
etaasymptotic_le_etahr,3,temp0.7,False,2.04,":= by
  intro b hb
  induction b with
  | zero => contradiction
  | succ b ih =>
    cases b with
    | zero => simp [etaAsymptotic, etaHR]
    | succ b =>
      simp_all [etaAsymptotic, etaHR]
      <;> norm_num
      <;> linarith"
etaasymptotic_le_etahr,4,temp0.7,False,3.45,":= by
  intro b hb
  induction b with
  | zero => contradiction -- b cannot be zero since hb : 1 ≤ b
  | succ b ih =>
    cases b with
    | zero => simp [etaAsymptotic, etaHR] -- b = 1
    | succ b =>
      simp_all [etaAsymptotic, etaHR]
      -- For b ≥ 2, we need to show that etaAsymptotic b ≤ e"
ranking_four_way,0,greedy,False,4.29,":= by
  intro b hb
  have h₁ : etaBetting b ≤ etaAsymptotic b := by
    induction b with
    | zero => contradiction
    | succ b ih =>
      cases b with
      | zero => simp [etaBetting, etaAsymptotic]
      | succ b =>
        simp_all [etaBetting, etaAsymptotic, Nat.div_eq_of_lt]
        <;> nor"
ranking_four_way,1,temp0.7,False,4.22,":= by
  intro b hb
  have h1 : etaBetting b ≤ etaAsymptotic b := by
    induction b with
    | zero => contradiction
    | succ b ih =>
      cases b with
      | zero => simp [etaBetting, etaAsymptotic]
      | succ b =>
        simp_all [etaBetting, etaAsymptotic, Nat.succ_le_iff]
        <;> norm"
ranking_four_way,2,temp0.7,False,4.19,":= by
  intro b hb
  have h₁ : etaBetting b ≤ etaAsymptotic b := by
    induction b <;> simp_all [etaBetting, etaAsymptotic, etaHR, etaVector, Nat.div_eq_of_lt]
    <;> norm_num
    <;> omega
  have h₂ : etaAsymptotic b ≤ etaHR b := by
    induction b <;> simp_all [etaBetting, etaAsymptotic, etaHR, "
ranking_four_way,3,temp0.7,False,4.4,":= by
  intro b hb
  have h₁ : etaBetting b ≤ etaAsymptotic b := by
    rcases b with (_ | _ | _ | _ | _ | _ | _ | _ | _ | _) <;> simp_all [etaBetting, etaAsymptotic, etaHR, etaVector]
    <;> norm_num
    <;> linarith
  have h₂ : etaAsymptotic b ≤ etaHR b := by
    rcases b with (_ | _ | _ | _ | _ "
ranking_four_way,4,temp0.7,False,4.25,":= theorem ranking_four_way_test : (b : ℕ) → 1 ≤ b → etaBetting b ≤ etaAsymptotic b ∧ etaAsymptotic b ≤ etaHR b ∧ etaHR b ≤ etaVector b := by
  intro b hb
  rcases b with (_ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _ | _) <;> simp_all [etaBetting,"
slack_nonneg,0,greedy,False,4.24,":= by
  intro σ bp hσ
  simp_all [slack, abs_of_nonneg, le_of_lt]
  <;> positivity
  <;> linarith
  <;> norm_num
  <;> linarith
  <;> norm_num"
slack_nonneg,1,temp0.7,False,4.28,":= theorem slack_nonneg_test : (σ : ℝ) (bp : BitPrecision) → 0 ≤ σ → 0 ≤ slack σ bp := by
  intro σ bp hσ
  cases bp <;> simp_all [slack, abs_of_nonneg, abs_of_nonpos, le_refl]
  <;> linarith
  <;> norm_num
  <;> linarith
  <;> norm_num"
slack_nonneg,2,temp0.7,False,4.24,":= by
  intro σ bp hσ
  simp_all [slack, BitPrecision]
  <;> norm_num
  <;> positivity
  <;> linarith
  <;> positivity
  <;> linarith"
slack_nonneg,3,temp0.7,False,4.43,":= by
  intro σ bp hσ
  simp [slack, abs_of_nonneg, hσ]
  <;> positivity
  <;> simp_all [abs_of_nonneg, hσ]
  <;> positivity
  <;> simp_all [abs_of_nonneg, hσ]"
slack_nonneg,4,temp0.7,False,4.25,":= by
  intro σ bp hσ
  simp_all [slack]
  <;>
  positivity
  <;>
  norm_num"
slack_antitone_in_scale,0,greedy,False,1.63,":= by
  intro σ bp₁ bp₂ h
  simp_all [slack, BitPrecision.scale, le_of_lt]
  <;> gcongr
  <;> simp_all [le_of_lt]
  <;> linarith"
slack_antitone_in_scale,1,temp0.7,False,4.14,":= by
  intro σ bp₁ bp₂ h₁
  simp_all [slack, abs_le, le_of_lt, sub_le_iff_le_add, sub_lt_iff_lt_add, le_sub_iff_add_le,
    lt_sub_iff_add_lt, sub_le_iff_le_add, sub_lt_iff_lt_add, le_sub_iff_add_le,
    lt_sub_iff_add_lt]
  <;> cases' le_total 0 (bp₁.val - σ) with h h <;>
    cases' le_total 0 (bp"
slack_antitone_in_scale,2,temp0.7,False,4.38,":= by
  intro σ bp₁ bp₂ h
  cases bp₁ <;> cases bp₂ <;> simp_all [slack, le_refl, le_of_lt]
  <;> norm_num <;> linarith
  <;> norm_num <;> linarith"
slack_antitone_in_scale,3,temp0.7,False,1.58,":= by
  intro σ bp₁ bp₂ h
  simp_all [slack, BitPrecision.scale, le_of_lt]
  <;> gcongr
  <;> simp_all [le_of_lt]
  <;> linarith"
slack_antitone_in_scale,4,temp0.7,False,1.94,":= by
  intro σ bp₁ bp₂ h
  simp [slack, h]
  <;>
  cases' bp₁ with s₁ m₁ <;> cases' bp₂ with s₂ m₂ <;> simp_all [BitPrecision.scale]
  <;>
  linarith"
sharpslack_nonneg,0,greedy,False,4.29,":= by
  intro c σ bp hc hσ
  simp_all [sharpSlack]
  <;> positivity
  <;> linarith
  <;> positivity
  <;> linarith"
sharpslack_nonneg,1,temp0.7,False,4.25,":= by
  intro c σ bp hc hσ
  simp_all [sharpSlack]
  <;> positivity
  <;> linarith
  <;> nlinarith
  <;> nlinarith"
sharpslack_nonneg,2,temp0.7,False,4.28,":= by
  intro c σ bp hc hσ
  simp_all [sharpSlack]
  <;> positivity
  <;> linarith
  <;> positivity
  <;> linarith"
sharpslack_nonneg,3,temp0.7,False,4.07,":= by
  intro c σ bp hc hσ
  simp_all [sharpSlack, pow_nonneg, mul_nonneg, Nat.zero_le, Nat.succ_le_succ_iff]
  <;> positivity
  <;> norm_num
  <;> linarith
  <;> nlinarith
  <;> nlinarith"
sharpslack_nonneg,4,temp0.7,False,4.16,":= by
  intro c σ bp hc hσ
  -- Use the definition of sharpSlack and the given non-negativity conditions to prove the inequality.
  simp [sharpSlack, hc, hσ]
  -- Since c and σ are non-negative, the expressions inside the max function are non-negative.
  -- Therefore, the max of two non-negative num"
sharpslack_mono_in_c,0,greedy,False,1.42,":= by
  intro c₁ c₂ σ bp hσ hc
  simp_all [sharpSlack, Nat.div_eq_of_lt]
  <;> gcongr
  <;> norm_num
  <;> linarith"
sharpslack_mono_in_c,1,temp0.7,False,4.3,":= by
  intro c₁ c₂ σ bp h₀ h₁
  simp_all [sharpSlack, Nat.div_eq_of_lt]
  <;>
    split_ifs <;>
    norm_num <;>
    linarith
  <;>
    linarith"
sharpslack_mono_in_c,2,temp0.7,False,1.41,":= by
  intro c₁ c₂ σ bp hσ h
  simp_all [sharpSlack, hσ, h]
  <;> gcongr
  <;> norm_cast
  <;> linarith"
sharpslack_mono_in_c,3,temp0.7,False,2.16,":= by
  intro c₁ c₂ σ bp hσ hc
  simp_all [sharpSlack, le_refl, le_of_lt, sub_le_sub_iff_right]
  <;> gcongr
  <;> norm_cast
  <;> linarith
  <;> norm_num
  <;> linarith"
sharpslack_mono_in_c,4,temp0.7,False,4.21,":= by
  intro c₁ c₂ σ bp h₁ h₂
  cases bp <;> simp_all [sharpSlack, Nat.div_eq_of_lt]
  <;> norm_num <;> linarith
  <;> exact?
  <;> exact?"
